file,folder,print_size,tier_c_score,grade,effective_ppi,main_limiter,effective_resolution,pixels_at_viewing_distance,line_weight,shadow_banding,ink_tac,shadow_clipping,reversed_detail,stroke_contrast_glare,transparency_white_box,black_build
imgi_39_city-220x220_100x100cm_150ppi.pdf,output\print_batch_03,100x100cm,4.4,critical,38,Effective resolution,1.9,7.4,10,6.8,10,10,10,10,10,10
imgi_390_showimg_bse17_desktop_116x100cm_150ppi.pdf,output\print_batch_03,116x100cm,4.4,critical,38,Effective resolution,1.9,8,10,3,10,10,9.5,10,10,9.4
imgi_391_showimg_bse20_desktop_100x128cm_150ppi.pdf,output\print_batch_03,100x128cm,3.6,critical,38,Stroke contrast in glare,1.9,8.3,9.9,3,10,10,9.5,1.1,10,8.8
imgi_392_showimg_ylm16_desktop_145x100cm_150ppi.pdf,output\print_batch_03,145x100cm,4.4,critical,38,Effective resolution,1.9,8.8,10,6,10,10,9.5,10,10,10
imgi_393_showimg_ylm22_desktop_100x100cm_150ppi.pdf,output\print_batch_03,100x100cm,3.5,critical,50,Stroke contrast in glare,3.3,8.5,9.9,6.4,10,10,9.5,1,10,10
imgi_394_showimg_ylm19_desktop_144x100cm_150ppi.pdf,output\print_batch_03,144x100cm,4.4,critical,38,Effective resolution,1.9,8.9,10,7.6,10,10,9.5,10,10,10
imgi_396_showimg_ylm04_desktop_150x58cm_150ppi.pdf,output\print_batch_03,150x58cm,4.4,critical,38,Effective resolution,1.9,9.1,10,8,10,10,9.5,10,10,10
imgi_397_showimg_ylm01_desktop_145x100cm_150ppi.pdf,output\print_batch_03,145x100cm,4.4,critical,38,Effective resolution,1.9,8.8,10,7.1,10,10,9.5,10,10,10
imgi_398_showimg_cgo155_desktop_144x100cm_150ppi.pdf,output\print_batch_03,144x100cm,4.4,critical,38,Effective resolution,1.9,8.9,10,3,10,10,9.5,10,10,10
imgi_399_showimg_cgo146_desktop_95x150cm_150ppi.pdf,output\print_batch_03,95x150cm,5.5,critical,50,Shadow gradient banding,3.3,9.7,10,3,10,10,9.5,10,10,9.4
imgi_400_showimg_cgo109_desktop_80x150cm_150ppi.pdf,output\print_batch_03,80x150cm,3.5,critical,60,Stroke contrast in glare,4.6,10,9.9,3,10,10,9.5,1,10,8.8
imgi_401_showimg_cgo144_desktop_116x100cm_150ppi.pdf,output\print_batch_03,116x100cm,4.4,critical,38,Effective resolution,1.9,8,10,3,10,10,9.5,10,10,9.4
imgi_402_showimg_cgo152_desktop_133x100cm_150ppi.pdf,output\print_batch_03,133x100cm,4.4,critical,38,Effective resolution,1.9,8.5,10,3,10,10,9.5,10,10,9.4
imgi_403_showimg_cgo51_desktop_100x113cm_150ppi.pdf,output\print_batch_03,100x113cm,3.5,critical,38,Stroke contrast in glare,1.9,7.8,9.9,3,10,10,9.5,1,10,9.4
imgi_404_showimg_hhl59_desktop_111x100cm_150ppi.pdf,output\print_batch_03,111x100cm,4.4,critical,38,Effective resolution,1.9,7.8,10,6.8,10,10,9.5,10,10,10
imgi_405_showimg_hhl104_desktop_150x53cm_150ppi.pdf,output\print_batch_03,150x53cm,4.4,critical,38,Effective resolution,1.9,9.1,10,3,10,10,9.5,10,10,10
imgi_406_showimg_hhl157_desktop_100x100cm_150ppi.pdf,output\print_batch_03,100x100cm,4.4,critical,38,Effective resolution,1.9,7.4,10,3,10,10,9.5,10,10,10
imgi_407_showimg_hhl128_desktop_100x100cm_150ppi.pdf,output\print_batch_03,100x100cm,4.4,critical,38,Effective resolution,1.9,7.4,10,3,10,10,9.5,10,10,10
imgi_408_showimg_hhl69_desktop_150x55cm_150ppi.pdf,output\print_batch_03,150x55cm,4.4,critical,38,Effective resolution,1.9,9.1,10,3,10,10,9.5,10,10,10
imgi_409_showimg_hhl86_desktop_55x150cm_150ppi.pdf,output\print_batch_03,55x150cm,3.5,critical,60,Stroke contrast in glare,4.6,10,9.4,3,10,10,9.5,1,10,10
imgi_410_showimg_mcu35_desktop_150x79cm_150ppi.pdf,output\print_batch_03,150x79cm,4.4,critical,38,Effective resolution,1.9,9.1,10,8,10,10,10,10,10,10
imgi_411_showimg_mcu29_desktop_150x94cm_150ppi.pdf,output\print_batch_03,150x94cm,4.4,critical,38,Effective resolution,1.9,9.1,10,6.4,10,10,10,10,10,10
imgi_412_showimg_mcu39_desktop_150x99cm_150ppi.pdf,output\print_batch_03,150x99cm,4.4,critical,38,Effective resolution,1.9,9.1,10,7.2,10,10,10,10,10,10
imgi_413_showimg_mcu26_desktop_150x93cm_150ppi.pdf,output\print_batch_03,150x93cm,4.4,critical,38,Effective resolution,1.9,9.1,10,3,10,10,10,10,10,10
imgi_414_showimg_mcu11_desktop_150x99cm_150ppi.pdf,output\print_batch_03,150x99cm,4.4,critical,38,Effective resolution,1.9,9.1,10,6.4,10,10,10,10,10,10
